u1,u2
0.0007250886413851234,0.0007538083012932019
0.0008700978946267152,0.0004954715261680407
0.00031075906022952826,0.0006505963395585289
0.0005386406558280069,0.0007230974737196683
0.0006214962343785429,0.00024472968664240543
0.0002693310381236165,0.0008785412650921109
0.0005386448467795946,0.0009253988978105592
0.00010359613229688077,0.0006889021027315883
2.072518692385647e-05,0.0004254980014755847
0.000787229743221416,0.000366935040972631
0.0008908049207603582,4.433002324976494e-05
0.0007872283462375534,0.000299501232942334
0.0007872390564471665,0.0008164937611746107
0.0009529637177255767,0.0005116183313129555
0.0006836433898115733,0.00015006959445312135
0.00049720983975437,0.0008161747831926564
0.0004764813932015008,0.00023333122964637877
0.0006007864142771747,0.0005610035735000873
0.0005386350678925566,0.0004533622415984805
0.0006007836203094496,0.00042613595743949337
4.1442923267112543e-05,0.0004913490267895856
0.0007250863130786858,0.000641418621242707
0.000932243653075883,0.00033337762594845967
0.0002900431865314223,0.0006746570582849239
0.00014502089477377985,0.0003036116251273135
0.00045576132855180713,5.5090524281882925e-05
0.0001035947353130182,0.0006214682947012914
0.000538632739586119,0.00034097256154798556
0.0006836568939889115,0.000801929738745992
0.0001035835594421176,8.199783045891571e-05
0.00012430129578537368,0.00014784885577291663
0.00026931334299469057,2.437969670834937e-05
0.0007457979958252041,0.00041505647842542104
0.000952968374338452,0.0007363976914139454
5.587935450294956e-09,0.00026973523212118784
0.00014502136043506738,0.00032608956113741247
0.0006836499090695986,0.00046476069859450716
0.000994403847024964,0.0008680997420419472
0.0008701016199170154,0.0006752950142488326
0.0004764809275402133,0.00021085329363627978
0.0001243110746724117,0.0006198855119849953
0.0007665087472491473,0.00014373846358793716
0.00029003107933794664,9.023072202235028e-05
4.143547268651215e-05,0.00013170205062800183
0.000766522717087773,0.0008180765438909068
0.0006422125737379364,0.00024314690392610938
2.0716805020681026e-05,2.089515329380294e-05
0.0005386280829732437,0.0001161932014469957
0.0005593448879939247,0.00013708835474079864
0.0008493796926221716,0.0004071425648439408
0.0009736842480365579,0.0007123369726875503
0.0006629386919843679,0.000713600777421892
8.286628876014905e-05,3.862474115501379e-05
0.0005800658839661935,0.00036028493212549246
0.0002486035228933224,0.0003406535835660312
0.0007043569352032416,1.3619195676231382e-05
6.215972828779357e-05,0.0005122441800833885
4.1440129299387396e-05,0.0003564814107289917
0.0005386285486345312,0.00013867113745709468
0.0002071745694648356,0.0005236426370794152
0.00018644938254097914,9.814463560383051e-05
0.00010360172023233106,0.0009586373348527762
2.0726118246431518e-05,0.00047045387349578267
0.00047649163774982637,0.0007278458218685565
0.0007665171291523227,0.0005483413117697189
0.0004143416883490708,0.0006876382979972466
0.0005386411214892944,0.0007455754097297673
0.00039362581465096484,0.0007116990167236417
0.0003521903419644527,0.0005799969660956398
0.0004557762297130079,0.0007743844766050505
0.00018646800899248012,0.00099726207600779
0.0006214948373946803,0.00017729587861210847
6.21564686587809e-05,0.00035489862801269564
0.0002693212592365785,0.00040650460888003214
0.0004972135650446702,0.0009959982712734483
0.0007043662484289921,0.0004631779158782111
0.0003728996964045333,0.000241245143227859
0.000890819821921559,0.0007636239755729325
0.0003729108722754339,0.0007807156074702347
0.00043504731749885125,0.0001690629870486739
0.00037291133793672143,0.0008031935434803337
0.00045576971045498257,0.0004596933724636647
0.0006422223526249744,0.0007151835601381881
0.000849388074525347,0.0008117454130257226
0.0005800644869823309,0.0002928511240951955
0.00039361463878006425,0.000172228552481266
0.0005593625831228507,0.0009912499231245601
0.00041434261967164586,0.0007325941700174446
0.00020717503512612313,0.0005461205730895142
8.287047971173678e-05,0.00024092616524590466
0.00080795539580656,0.0008149109784583147
0.0008908179592764089,0.0006737122315325366
0.0007458054464058045,0.0007747034545870048
0.0008908226158892841,0.0008984915916335264
0.0006215074102494434,0.0007842001508847811
4.145177083157551e-05,0.0009184298109814663
0.0006007859486158872,0.0005385256374899883
0.0002693249845268787,0.000586328096960824
6.216671320710644e-05,0.0008494132202348733
0.0005593500102680875,0.0003843456508518875
0.0007665250453942106,0.0009304662239414017
0.00024860072892559726,0.0002057859675054373
2.07182020045436e-05,8.83289613240999e-05
0.000807945616919522,0.00034287432224623595
0.0008286666128917907,0.0005660708996309298
0.000517926644775051,0.0008370699364864593
0.0008286586966499028,0.000183945987459247
0.0007872413847536041,0.0009288834412251056
0.0008286577653273278,0.00013899011543904902
0.0004143286498330201,5.825608971447502e-05
0.0009529571984675514,0.0001969272271715697
8.287420500203697e-05,0.00042074965332669655
0.0003728978337593832,0.00015133339918746306
0.0003521814943999897,0.0001529161819037591
0.0009115338329745148,0.0006496515128061415
0.0009529544044998262,6.205961111097578e-05
0.00020717969173899837,0.0007708999331905041
0.000642225612253987,0.000872529112208881
0.0003729034216948335,0.0004210686313086509
0.000414335634752333,0.0003954251298659598
0.0009115217257810392,6.522517654356788e-05
0.0002900436521927098,0.0006971349942950229
0.0008079390976614967,2.8183218104850137e-05
0.0004350617529987645,0.0008658790033617425
0.0009322450500597456,0.0004008114339787566
4.656612875245797e-10,2.2477936010098986e-05
4.144851120256284e-05,0.0007610842589107734
0.000828662421940203,0.0003637694755400389
2.0722858617418845e-05,0.00031310832142508976
0.000372902956033546,0.0003985906952985519
0.0008286596279724779,0.00022890185947944497
0.00033146748334703384,0.0002668886446705501
0.0006836480464244485,0.0003748489545541112
0.0004972075114479323,0.0007037851031421614
6.216578188453139e-05,0.0008044573482146754
0.00020716618756166016,0.00011903978889763345
0.0005593542012196752,0.0005866470749427784
0.0006629438142585306,0.0009608580735329809
0.0004350556994020267,0.0005736658352304557
0.00039363140258641513,0.0009814342488448295
0.0003936155701026393,0.00021718442450146397
0.0004350519741117265,0.00039384234714966377
0.000476485118491801,0.00041315471772717066
0.0006422190929959617,0.0005578380080674952
0.000372912734920584,0.0008706273515106306
0.0005179294387427761,0.0009719375525470532
0.0003729104066141464,0.0007582376714601357
0.00014502787969309272,0.0006407806652787983
0.0006629382263230804,0.0006911228414117931
1.0244548325540753e-08,0.0004945145922221777
0.0008286675442143658,0.0006110267716511277
0.0006629242564844546,1.6784761108823475e-05
4.144059496067492e-05,0.0003789593467390907
0.0003314707429760465,0.000424234196741243
0.0005386420528118694,0.0007905312817499653
0.0007665134038620225,0.000368517823688927
0.0005386341365699815,0.0004084063695782825
0.0007458040494219419,0.0007072696465567079
0.0003521908076257402,0.0006024749021057388
0.0007457938048736163,0.00021275505433453017
0.0009322375994791452,4.1164457817172845e-05
0.0006422097797702112,0.00010827928786551547
1.8160790213458608e-08,0.0008766395043938605
2.0023435363556927e-08,0.0009665512484342564
0.000973686110681708,0.0008022487167279463
0.0007665175948136102,0.0005708192477798179
0.0005593588578325505,0.0008114264350437682
6.21527433684807e-05,0.00017507513993190375
0.00031076464816497855,0.0009203315716797167
0.0009322464470436082,0.0004682452420090536
0.0004764907064272513,0.0006828899498483585
0.0003314726056211966,0.0005141459407816389
0.0007043704393805798,0.000665479339969102
0.000517916865888013,0.0003650332802743806
0.000642214902044374,0.0003555365839766043
0.00020716944719067283,0.00027638534096832636
0.0006214943717333928,0.00015481794260200949
0.0007250867787399733,0.0006638965572528059
0.00024861004215134775,0.000655344687707417
0.0009115301076842146,0.00046982802472534963
0.00043504918014400135,0.00025897473108906985
0.0005800705405790687,0.0005850642922264823
0.00012430315843052378,0.00023776059981331257
0.0008493820209286092,0.0005195322448944357
0.0002900324763218092,0.00015766453005264724
0.0002900478431442975,0.0008994364183859138
0.00037290062772710837,0.000286201015248057
0.0006422088484476362,6.33234158453175e-05
0.0006629326383876301,0.00042138760929060523
0.0009322566915919337,0.0009627598342312313
2.072332427870637e-05,0.00033558625743518875
0.0004972056488027822,0.0006138733591017655
0.0007457896139220286,1.045363024363929e-05
0.0006836494434083111,0.00044228276258440817
0.00029004737748301,0.0008769584823758148
0.0007250807251432355,0.0003716833891215191
0.00020717550078741065,0.0005685985090996132
0.0003521940672547529,0.0007598204541764317
0.0007665120068781599,0.00030108401565863007
0.0007250914353528486,0.0008886759173537958
0.00014502648270923015,0.0005733468572485013
0.00024861563008679805,0.0009250799198286049
0.00035218941064187764,0.0005350410940754419
0.0001864545048151419,0.00034540193171491936
0.000517917797210588,0.00040998915229457857
0.0006215064789268684,0.0007392442788645831
0.0006422144363830865,0.00033305864796650533
0.0007665073502652847,7.63046555576402e-05
0.0009736786601011076,0.0004426017405663625
0.0005800602960307432,9.054970000430462e-05
0.0007043764929773177,0.0009576925081003888
0.0009529567328062638,0.00017444929116147072
8.286954838916173e-05,0.0001959702932257067
0.00016573490582673573,0.0001896391623605225
0.00024860212590945984,0.00027321977553573427
0.00033146562070188374,0.00017697690063015413
0.00020717736343256075,0.0006585102531400091
4.143919797681235e-05,0.0003115255387087937
0.0009736809884075453,0.0005549914206168574
0.0007043648514451295,0.00039574410784791415
0.0007043750959934551,0.0008902587000700918
0.0002486151644255105,0.0009026019838185059
0.00010358402510340513,0.0001044757664690147
0.00037291180359800896,0.0008256714794904326
0.00066293077574248,0.0003314758652502093
0.0003314758652502093,0.0006714914928523318
0.0007872409190923166,0.0009064055052150066
0.000497210771076945,0.0008611306552128543
0.00041433144380074527,0.00019312370577506894
0.000787239522108454,0.0008389716971847097
0.0009322469127048957,0.0004907231780191526
0.00029003666727339694,0.0003599659541435381
0.000994401053057239,0.0007332321259813533
6.216904151354406e-05,0.0009618029002853683
0.0004350501114665764,0.0003039306031092678
0.0007043676454128547,0.0005306117239085081
0.0008908146996473962,0.0005163666794618437
0.0005179112779525627,9.529804815319276e-05
6.214948373946803e-05,1.7729587861210847e-05
1.3038516050688231e-08,0.0006293822082827716
0.0002693291754784664,0.0007886295210517149
0.0005179205911783132,0.0005448567683551725
0.0004764958287014141,0.0009301472459594473
0.0006629265847908922,0.0001291744411593184
0.0009943963964443637,0.0005084527658803634
4.1451305170287986e-05,0.0008959518749713674
0.0008908165622925463,0.0006062784235022396
0.00045578088632588316,0.0009991638367060404
0.0007250853817561108,0.000596462749222509
0.0003729145975657341,0.0009605390955510266
0.0003936248833283898,0.0006667431447034437
0.0006422139707217989,0.00031058071195640634
0.0005800616930146058,0.00015798350803460158
0.0006836578253114865,0.0008468856107661899
0.0009944057096701142,0.0009580114860823431
0.0002486091108287727,0.0006103888156872191
0.0007458096373573922,0.0009770048786778957
0.0008908202875828465,0.0007861019115830315
0.0005800714719016438,0.0006300201642466803
0.00016573863111703593,0.0003694626504413144
0.0006422218869636869,0.0006927056241280891
0.0006629368293392178,0.0006236890333814961
0.00020717782909384828,0.0006809881891501081
0.0007665106098942974,0.0002336502076283331
2.0736828456044583e-05,0.0009874464017280594
0.0004143305124781702,0.00014816783375487096
0.00020718108872286095,0.000838333741220801
0.0006422228182862619,0.0007376614961482871
0.0006007952618416377,0.000988084357691968
6.215367469105575e-05,0.00022003101195210172
2.073030919801924e-05,0.0006727552975866735
0.00010359892626460592,0.0008237697187921823
0.0003729066813238462,0.0005784141833793438
0.00026932079357529096,0.00038402667286993315
0.0005593565295261128,0.0006990367549932733
0.0007458026524380793,0.0006398358385264109
0.000103591010022718,0.0004416448066204995
0.0002486165614093731,0.0009700357918488028
0.0009943880145411883,0.00010384991769858166
0.0007457984614864916,0.00043753441443552003
0.00018646055841187972,0.0006376150998462062
0.0008908058520829332,8.928589526996291e-05
0.0009529651147094393,0.0005790521393432525
0.0007665208544426229,0.0007281647998505108
0.00047649722568527666,0.0009975810539897443
0.0005179215225008882,0.0005898126403753705
0.0004557631911969572,0.00014500226832227887
0.0008700992916105777,0.0005629053341983377
0.00024860398855460993,0.0003631315195761302
0.0009322511036564834,0.0006930246021100434
6.215739998135595e-05,0.0003998545000328936
0.0006422107110927863,0.00015323515988571344
0.0006215013566527056,0.0004919869827534943
0.0007458077747122421,0.0008870931346374998
0.000725080259481948,0.00034920545311142013
0.0008493852805576219,0.0006768777969651286
0.0009736814540688328,0.0005774693566269564
0.00037290575000127114,0.0005334583113591458
0.0003729141319044466,0.0009380611595409276
0.0006007808263417244,0.00029126834137889945
0.0006836410615051356,3.7679914402626415e-05
2.3283064376228985e-09,0.00011238968005049493
0.0008908105086958085,0.0003140652553709528
0.0008908067834055083,0.00013424176729016088
0.0006214915777656676,1.9950326541415568e-05
0.0006629363636779303,0.0006012110973713971
0.00043505709638588927,0.0006410996432607526
0.00026933010680104145,0.0008335853930719129
0.000497200060867332,0.00034413812698057765
0.0009322389964630078,0.0001085982658474698
2.0728912214156665e-05,0.0006053214895563766
0.000911527779377777,0.0003574383446748547
0.0008493768986544464,0.0002722749487833469
0.0007043760273160301,0.0009352145720902898
0.0002486128361190729,0.000790212303768011
0.0008286656815692157,0.0005211150276107318
0.0004350459205149887,0.00010162917901837694
8.28746706633245e-05,0.00044322758933679554
0.0007665101442330098,0.00021117227161823412
0.00020717922607771085,0.0007484219971804051
0.00012430083012408616,0.00012537091976281764
0.0003521828913838523,0.00022034998993405606
0.0008908244785344342,0.0009884033356739224
6.216485056195634e-05,0.0007595014761944774
0.0002693235875430161,0.0005188942889305271
0.0005593523385745251,0.0004967353309023824
0.0004971977325608943,0.00023174844693008272
0.0006629284474360423,0.00021908618519971435
0.0002278829925823412,0.0001399349421914364
0.0007665092129104348,0.00016621639959803615
0.00016574654735892385,0.0007515875626129972
0.0005593569951874004,0.0007215146910033723
0.0001657381654557484,0.0003469847144312154
0.00091153662694224,0.0007845191288667354
0.00031075114398764034,0.0002684714273868461
8.286675442143658e-05,6.110267716511277e-05
0.00045577343574528277,0.0006395168605444566
0.0009529660460320143,0.0006240080113634504
0.0009115380239261026,0.0008519529368970324
0.00029003899557983456,0.00047235563419403305
0.00012430408975309883,0.00028271647183351054
0.0005800686779339186,0.0004951525481860864
0.0009322483096887582,0.0005581569860494495
0.0004971991295447569,0.0002991822549603797
0.0008493810896060341,0.00047457637287423777
0.0007458035837606544,0.0006847917105466089
0.0002278983594048295,0.0008817068305247029
0.0003107525409715029,0.0003359052354171431
6.216252225551872e-05,0.0006471117961439825
0.0007458082403735296,0.0009095710706475987
0.00033146375805673364,8.706515658975819e-05
0.0005593621174615631,0.0009687719871144611
0.0009322408591081579,0.00019851000988786575
0.00035218987630316516,0.0005575190300855409
0.00029002968235408407,2.2796913992053323e-05
0.00026932032791400344,0.00036154873685983416
0.0009322417904307329,0.00024346588190806372
0.0003107637168424035,0.0008753756996595188
0.0004350631499826271,0.0009333128113920394
0.0009115315046680772,0.0005372618327556466
0.0006422274748991371,0.000962440856249277
0.0007457924078897538,0.0001453212463042332
0.0008908128370022461,0.0004264549354214477
0.0009736712095205072,8.295476440477872e-05
0.0003936141731187767,0.000149750616471167
0.000994392205492776,0.00030615134178947254
0.0005386443811183071,0.0009029209618004602
0.0005179257134524759,0.0007921140644662613
0.0004972121680608076,0.0009285644632431513
0.0001243092120272616,0.0005299737679445994
0.0004557739014065703,0.0006619947965545556
0.00047648185886278835,0.00025580916565647776
0.0009529669773545894,0.0006689638833836484
0.000890811905679671,0.00038149906340124973
0.0005386397245054318,0.0006781416016994704
0.0009529534731772512,1.7103739090777812e-05
0.000248604919877185,0.0004080873915963282
0.0006215027536365682,0.0005594207907837912
0.0008908095773732334,0.0002691093833507548
0.0004557725044227077,0.0005945609885242586
0.0008079535331614099,0.0007249992344179187
0.0002693175339462783,0.00022668112079924025
0.0009736819197301203,0.0005999472926370554
0.0007043597291709668,0.0001484868117368253
2.0721461633556272e-05,0.0002456745133947928
0.00016574328772991117,0.0005942420105423043
0.00012431060901112417,0.0005974075759748964
0.00022788066427590356,2.7545262140941463e-05
0.0009322548289467836,0.0008728480901908353
0.0007665245797329231,0.0009079882879313027
0.000476484187169226,0.0003681988457069727
2.793967725147478e-09,0.00013486761606059392
0.0005179299044040637,0.0009944154885571522
0.00047649350039497647,0.0008177575659089524
0.000124316662607862,0.0008896207441061832
0.0005386359992151316,0.0004983181136186785
0.000497201923512482,0.0004340498710209736
0.00012431712826914952,0.0009120986801162822
0.0005179140719202878,0.00023016566421378668
6.215553733620585e-05,0.00030994275599249767
0.000911537558264815,0.0008294750008869334
0.00041434774194580863,0.0009798514661285335
0.0008286745291336787,0.0009481958118026125
0.00097367633179467,0.0003302120605158676
2.0717736343256075e-05,6.585102531400091e-05
0.0005386332052474065,0.00036345049755808455
0.0009529539388385387,3.95816751008768e-05
0.00033146934599218394,0.000356800388710946
0.0005179201255170256,0.0005223788323450735
4.143314438007453e-05,1.9312370577506894e-05
0.00029003294198309674,0.00018014246606274623
0.0001243017614466612,0.0001703267917830156
2.0720064649693698e-05,0.00017824070536449584
0.0002693142743172656,6.933556872854734e-05
0.0001035872847324178,0.0002618213185397076
0.0003936253489896773,0.0006892210807135427
0.0005386299456183938,0.00020610494548739164
0.000973685179359133,0.0007572928447077483
0.0005386462437634572,0.0009928327058408562
0.0007250895727076985,0.0007987641733133999
0.0007665064189427096,3.134878353744223e-05
0.00016574701302021137,0.0007740654986230962
0.0008493745703480088,0.00015988526873285196
0.00031076418250369103,0.0008978536356696177
0.0006629298444199049,0.0002865199932300113
0.00024861190479649785,0.000745256431747813
0.0002071708441745354,0.0003438191489986233
0.0008701067421911781,0.0009225523103599215
0.0001450348646124056,0.000977949705430283
0.0004764902407659638,0.0006604120138382595
0.00022788811485650396,0.00038719223830252524
0.00031074741869734014,8.864793930605424e-05
0.0009322380651404327,6.364239382727183e-05
0.0009943884802024758,0.00012632785370868065
0.0006214953030559678,0.00019977381462220746
0.0002486067825223351,0.0004979991356367241
0.00018644984820226666,0.0001206225716139295
0.0007665143351845976,0.000413473695709125
0.0004143472762845211,0.0009573735301184345
0.00018645543613771695,0.00039035780373511734
0.0007458017211155043,0.0005948799665062129
0.00022788485522749129,0.00022984668623183234
0.0009322497066726208,0.0006255907940797465
0.0009115291763616396,0.00042487215270515166
0.000890810974357096,0.00033654319138105176
0.0008700876500783896,9.569339458630113e-07
0.00047648930944338874,0.0006154561418180615
0.0006422195586572492,0.0005803159440775942
0.00020717130983582293,0.0003662970850087223
0.00041434448231679596,0.0008225059140578406
0.00022789696242096692,0.000814273022494406
0.0006215092728945935,0.000874111894925177
0.0007458073090509546,0.0008646151986274008
0.00012430036446279863,0.00010289298375271865
0.000870104879546028,0.0008326405663195255
